Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2020-12-16,892.1048583984375,900.4096365369544,887.2077809533278,897.2727587493416,18561011
2020-12-17,896.1895141601562,904.9456238899453,892.3756687000254,895.6930552499342,20252358
2020-12-18,898.8748779296875,904.9003732935029,886.8916973794171,893.7070380485435,18466344
2020-12-21,875.4727783203125,912.6184341659626,837.3567682633857,907.2023343255363,44135540
2020-12-22,874.1187744140625,884.13862467934,852.3413781920493,879.6703154945026,28140001
2020-12-23,877.3458862304688,880.7760906412614,866.8746448149003,871.0947542977892,19501410
2020-12-24,900.0485229492188,902.1472362313513,878.2711268911072,878.7675857883312,20776988
2020-12-28,904.1782836914062,910.8130563627905,900.5675108718648,905.7128472166959,17221499
2020-12-29,898.197998046875,908.2404117114976,894.8128611333499,906.7509753463718,18611939
2020-12-30,900.65771484375,905.9384324891365,891.6534065904553,900.544896853225,22043630
2020-12-31,896.0540771484375,908.0598221912284,893.0300772883096,899.7551043755919,18781189
2021-01-01,897.0470581054688,901.3347986266252,894.5646443140231,897.2726941006515,10015175
2021-01-04,898.55908203125,902.1923588792536,888.2458453983129,900.4772865018267,24513534
2021-01-05,887.3883056640625,895.286819208082,882.8296824610696,888.6971735420237,24123091
2021-01-06,863.986083984375,887.3431107117481,859.8788522034279,887.297983512097,46401468
2021-01-07,862.5869140625,877.8649187321673,859.8788642012053,866.8069639014568,32325918
2021-01-08,872.7647705078125,874.8861072218933,863.015742571038,865.6786654184649,27540187
2021-01-11,856.313232421875,875.0665690475399,854.1693322211945,875.0665690475399,33307825
2021-01-12,883.3036499023438,884.6350813991116,857.5092762592445,858.9084582491231,41161546
2021-01-13,875.0665893554688,891.3826993524976,865.8817711258671,886.2373626282811,26619458
2021-01-14,884.9059448242188,887.7494361349055,875.1794806347706,877.8649670437152,21553242
2021-01-15,874.457275390625,890.8636390967538,866.6038890308039,884.9058936036437,20593268
2021-01-18,895.44482421875,901.3348792931557,868.0933816341949,879.7154868801754,35100458
2021-01-19,910.0908813476562,916.6804669801634,900.2741041573885,900.2741041573885,32006615
2021-01-20,927.3773193359375,928.8667555895526,903.320643603404,912.3475752102067,30924537
2021-01-21,947.552490234375,956.8501859101181,936.539722158253,939.6991037539394,39087742
2021-01-22,925.0755615234375,954.7514714069698,918.5536065523528,952.7880800202875,30532660
2021-01-25,876.0594482421875,918.4632537345398,871.9973439937894,918.4632537345398,54207104
2021-01-27,855.2976684570312,868.8380370064367,852.13828693381,868.8380370064367,42370131
2021-01-28,846.9703979492188,868.0707665841978,844.0140887864603,848.5952159319003,34067814
2021-01-29,831.3538818359375,863.4670185270817,825.9602859922227,854.9817319108826,43712383
2021-02-01,855.4330444335938,859.8110390936073,834.0844184137254,839.2297544881135,34180952
2021-02-02,869.1990966796875,875.6081736879117,837.2213427448476,863.9860695183817,41470034
2021-02-03,871.3881225585938,881.024271808645,857.5543678212887,870.3274543100903,30301696
2021-02-04,868.5220947265625,875.6081993096957,859.8111124753323,868.3866534338506,25626981
2021-02-05,868.2738037109375,877.7069402051127,866.5812949964159,871.1172947571725,20248046
2021-02-08,880.7760620117188,888.6971388465231,870.6659579070334,872.4712846072483,21183400
2021-02-09,882.8973999023438,897.9948961529354,881.1597638793062,885.5152551213864,19604141
2021-02-10,891.0892944335938,895.8058629486737,869.8761074541144,881.8142219915239,21234156
2021-02-11,927.8287353515625,931.6652040177879,890.1640575276463,893.6619528050209,42539278
2021-02-12,921.4647827148438,937.8937101488065,909.6395460369704,927.7384783498696,30497029
2021-02-15,917.4027099609375,930.3563061780627,913.9725053748315,924.375996830397,15791099
2021-02-16,929.5439453125,938.5256915998244,918.4859894698833,920.6298898317912,21421660
2021-02-17,940.2632446289062,945.9952940995148,925.5268269442237,929.7694401272191,23742994
2021-02-18,933.244873046875,951.6145681859424,929.3632772705301,941.0531321070791,18646877
2021-02-19,938.9317626953125,950.0574077634237,926.7454493980867,928.4154541842837,23403483
2021-02-22,906.3446655273438,943.2646823971752,900.4095436576987,938.7963735267837,23804335
2021-02-23,913.2728271484375,926.5649358038843,908.8270818640342,924.3533449611235,25644108
2021-02-24,930.2208862304688,932.1390906998175,914.4914901976813,916.2291858661802,10807663
2021-02-25,967.8403930664062,971.2931609562635,935.6369439506498,936.9909986645049,34855693
2021-02-26,941.4142456054688,963.123891576847,934.5989040579532,955.4962007136306,37481215
2021-03-01,948.590576171875,953.2394537638484,930.897848571293,952.4269850885058,17680764
2021-03-02,950.5313110351562,961.3635697154016,942.9036206682259,957.752856616694,17150760
2021-03-03,993.905517578125,1001.9394719927689,951.0729423807295,957.3240740262065,31924461
2021-03-04,982.0578002929688,988.421750465709,973.8659000002634,983.9308776144062,21435754
2021-03-05,983.3441162109375,998.3513582522689,971.7671384426377,973.098629670046,25511666
2021-03-08,988.9408569335938,1007.355680497462,978.5148017597687,978.7404377726681,19506841
2021-03-09,988.9180908203125,999.1861993021838,968.8558884914019,992.9576314805555,15154484
2021-03-10,984.8109741210938,999.7730887336929,979.5302558776189,996.1171885060364,11519358
2021-03-12,964.7938232421875,995.8462898296174,958.6103823666095,990.7009535816271,16864952
2021-03-15,951.8402099609375,969.8939539882846,939.0219967848262,965.899600131311,16698099
2021-03-16,948.0940551757812,959.558213666829,945.7922099765842,954.142054646313,13873801
2021-03-17,927.6707763671875,949.1773492874154,918.5310260738679,946.9431947370554,19210236
2021-03-18,906.796142578125,940.9629260845496,903.1402423037733,935.5918936777657,20647480
2021-03-19,939.6990356445312,945.9501672736187,894.925692603433,898.6267197251416,41787429
2021-03-22,930.8526611328125,936.0882516774249,917.6734303772165,934.7342566902689,18572478
2021-03-23,942.1815185546875,952.2013688377597,927.9641819762402,930.6496682735799,17421165
2021-03-24,924.0374755859375,938.6835805295864,920.9232211318065,938.6835805295864,16822814
2021-03-25,898.829833984375,927.0614339788925,895.9186520687285,927.0614339788925,22001648
2021-03-26,900.274169921875,908.8722746334809,890.818529006779,908.1049928320286,20180202
2021-03-30,915.9132080078125,924.7595715908199,898.8749446091667,906.2995626603248,20441701
2021-03-31,904.0880126953125,925.210945158364,902.2374989986004,910.8130997767836,16250796
2021-04-01,912.5507202148438,916.2291839450849,904.1105608753422,910.813084242052,11723312
2021-04-05,899.3489379882812,913.9724790288182,885.582933146535,913.9499154284324,14875099
2021-04-06,895.602783203125,904.9230424620014,888.6971873373794,904.4942743627021,14009194
2021-04-07,903.97509765625,923.8568508845015,899.6647938214671,902.6887934928391,24266353
2021-04-08,905.1036376953125,912.6185111810149,899.5295324880082,907.6537426263076,15369188
2021-04-09,894.5872192382812,905.5548598128081,893.661932570132,901.9892738152234,14037885
